case_id,category,phase,function,params,fm1,f0,f1,f2,truth
P0300,mixed_frequency,1,sum_sines,"{""amps"":[-0.21724815546685916,0.09226548739370993,-0.13443168438945835],""freqs"":[0.2976962206035408,0.2840744292459812,0.24694743147826265],""phis"":[-0.40440312214994334,0.5354567662214169,-1.015972481810389]}",0.6510412297314851,0.7468236595624775,0.2828664361410092,0.3494144921246599,0.6005499470896327
P0301,mixed_frequency,1,sum_sines,"{""amps"":[0.026003604581877393,0.05588472048054105,0.20079362123430583],""freqs"":[0.29181490134797505,0.11186065751398389,0.21238611298340349],""phis"":[-1.5676295901566433,-2.4482339075461783,-2.3688633613434105]}",0.6141572793289807,0.2981068324020707,0.279204465537088,0.5335368004202259,0.2456362579031397
P0302,mixed_frequency,1,sum_sines,"{""amps"":[-0.11209536113153473,-0.0024585767066113706,-0.15701785857749745],""freqs"":[0.3688822014519778,0.4386171912866318,0.19451994219998864],""phis"":[2.2345784251874923,0.7304002181395881,1.0229826579560388]}",0.5425966635231074,0.27602512973063986,0.4888487977696727,0.4882800545588685,0.3270528513166872
P0303,mixed_frequency,1,sum_sines,"{""amps"":[0.14149933151439925,-0.01340964198568545,0.13016057153668742],""freqs"":[0.2872684616266615,0.083411847287553,0.0786076676400468],""phis"":[2.3250565395605216,2.3391121397325003,-0.6347997993023271]}",0.4396613598643777,0.5162916667718871,0.35986213203536044,0.49998036942274876,0.4633290863928645
P0304,mixed_frequency,1,sum_sines,"{""amps"":[-0.029246686664711363,0.08944383960123031,-0.055334778949335583],""freqs"":[0.43566161097696926,0.1665434898738697,0.2675455001392125],""phis"":[-2.6786697160435726,-3.0021581078169275,-0.6994637001118127]}",0.5863150055305293,0.5362543080591052,0.3693826546101624,0.3940121919179451,0.4944074046768252
P0305,mixed_frequency,1,sum_sines,"{""amps"":[0.19249679613918214,-0.0008929304721702613,0.09130595833679722],""freqs"":[0.18483452391384775,0.21728992739966635,0.29723409926425615],""phis"":[2.4147308953968025,3.0871701627847727,2.846392741760787]}",0.7577670177726343,0.6544346490602791,0.32852635907680294,0.3348041164443829,0.535141282
P0306,mixed_frequency,1,sum_sines,"{""amps"":[-0.19237349142390864,-0.20277110059821574,0.07119551012048042],""freqs"":[0.15604297760712826,0.4791402365640119,0.3769231887459908],""phis"":[-0.9379508610063638,0.8525815616223045,0.38051986329338394]}",0.784584081818145,0.5288792655910373,0.6530140396697933,0.15744692135985894,0.4813603793968585
P0307,mixed_frequency,1,sum_sines,"{""amps"":[-0.031095775483286126,-0.06574520803074652,0.21421437055275389],""freqs"":[0.33324783040791983,0.09220086271986316,0.13029671848560376],""phis"":[-1.2563488085302066,1.2176478514622788,-0.2841339089066026]}",0.26320323793399497,0.4078332005851327,0.5219569601547511,0.6571290878284001,0.44916240885229025
P0308,mixed_frequency,1,sum_sines,"{""amps"":[0.14057865304117834,-0.030813084301252236,0.05187841255865194],""freqs"":[0.39517287254711836,0.31128722065750986,0.20144939628948272],""phis"":[-1.4095193557144188,0.8254811565272901,-2.944839854028711]}",0.6692689472810658,0.32846039721495035,0.5611101740461012,0.4533138083727203,0.3619738362318022
P0309,mixed_frequency,1,sum_sines,"{""amps"":[0.1195005873972213,0.0982185161503587,-0.07100151035811197],""freqs"":[0.36301719541383193,0.3787049031398694,0.22558797204253161],""phis"":[1.4666963204632957,-1.5494309166703677,-0.6285837385161526]}",0.5458197107979645,0.5624064428194564,0.4540373626080432,0.40608467431742024,0.5383224304502269
P0310,mixed_frequency,1,sum_sines,"{""amps"":[0.10521116645509837,0.17627217889598917,-0.1325331824924289],""freqs"":[0.25942668207869785,0.08948502971335734,0.4499375566990489],""phis"":[2.9812691536663856,-1.4573936686605964,3.05793862317201]}",0.413543193188022,0.33058169760450495,0.3091728516965371,0.3513285509340027,0.3926499743554235
P0311,mixed_frequency,1,sum_sines,"{""amps"":[-0.004821586387842247,0.021776169372446585,0.09705664343744758],""freqs"":[0.3338155361440746,0.05428607530573759,0.16827020459510966],""phis"":[2.350281258716098,-0.3896547382676667,-1.207063676016322]}",0.40962447764979465,0.39759167952256635,0.48911264046199016,0.5815073490627954,0.42040974436429945
P0312,mixed_frequency,1,sum_sines,"{""amps"":[-0.15650947293266382,-0.0027253611689204704,-0.11464096621437264],""freqs"":[0.3711387441353347,0.18657589305576955,0.35421815723093947],""phis"":[-1.6296960535149791,2.967999566282966,-0.6696831995101631]}",0.41085855671531113,0.7269293034111525,0.2865693338053965,0.5539283006145002,0.6101470394713223
P0313,mixed_frequency,1,sum_sines,"{""amps"":[0.19170671901623693,0.12628922001944887,-0.11779157504228938],""freqs"":[0.2182567691075466,0.12686416003707673,0.33010407951401394],""phis"":[2.4358460564540154,-2.974121009414222,-1.1653819303419017]}",0.7305094014652473,0.711533551318045,0.18492455226841575,0.18612985422810902,0.5479313452317733
P0314,mixed_frequency,1,sum_sines,"{""amps"":[0.16291454895887197,-0.08612122932585242,-0.1711268958062006],""freqs"":[0.16852255454967374,0.06807480664205458,0.06961917694986668],""phis"":[1.13923154391059,-2.7698629764651805,-1.15962414750864]}",0.6793277538486157,0.8361228669537025,0.8067661090959989,0.6104102078435943,0.8500388285880128
P0315,mixed_frequency,1,sum_sines,"{""amps"":[-0.008242158918554288,0.18372970386465454,-0.24328288373279583],""freqs"":[0.37499603150758953,0.11128858192165479,0.207688349211901],""phis"":[2.6101473817295426,0.6558698121107001,0.8392981551463623]}",0.5991960607958154,0.42682546879473404,0.4830843049917885,0.7292164408957874,0.41205449093146773
P0316,mixed_frequency,1,sum_sines,"{""amps"":[-0.07817981149271319,-0.24240202506027614,0.08788113666294933],""freqs"":[0.16689464689746375,0.19614845224344657,0.3643351213734579],""phis"":[1.2991175191951303,-2.1848940942999375,-1.3805897946133634]}",0.4589142167527628,0.5365051081475511,0.711079606454216,0.447784457529607,0.6085826163686509
P0317,mixed_frequency,1,sum_sines,"{""amps"":[0.17547052213329023,-0.1838479339099907,0.11451415351385541],""freqs"":[0.12862244664022163,0.09661577922121957,0.18553611505125556],""phis"":[2.57778914363839,2.8351955335740575,-2.4325586197909206]}",0.5769779402370911,0.4637588064034135,0.40273112017335644,0.48091276420012224,0.429892434580156
P0318,mixed_frequency,1,sum_sines,"{""amps"":[-0.0276228322909719,-0.08134019380532354,0.006864759405780796],""freqs"":[0.24781661470874783,0.36921092062420713,0.10472034760656632],""phis"":[0.7645197911023365,1.1642368128421658,-2.4241683055326084]}",0.5936925555296165,0.40165663402044843,0.5003844737608338,0.5499340743647055,0.39204653808406975
P0319,mixed_frequency,2,sum_sines,"{""amps"":[-0.05078976177142519,-0.19769494895136014,0.1672064829520291],""freqs"":[0.15487664799550632,0.13884396593711135,0.42319217561430456],""phis"":[1.3463517105106027,-2.2834546201589117,-0.3879593280988942]}",0.4628641501825804,0.5368111338144026,0.7858311576453259,0.4457978255245413,0.8140327948345307
P0320,mixed_frequency,2,sum_sines,"{""amps"":[-0.04402485566562969,-0.09861206961413621,-0.03789897497223671],""freqs"":[0.22581461220692922,0.35252886393488797,0.2672613744560024],""phis"":[3.0609887750718157,2.0188594093404832,1.6773799696283405]}",0.4753766124829297,0.3698934903781437,0.6384622270567374,0.5361841143708825,0.5548865092370293
P0321,mixed_frequency,2,sum_sines,"{""amps"":[-0.21413011850043584,0.2296482038953595,-0.013046428085262352],""freqs"":[0.41382295448861045,0.17020952497199932,0.17705796945568103],""phis"":[-2.287501109443761,-2.431483859826816,-1.7774892265516458]}",0.37315669031499604,0.5245059736937439,0.21753134003294655,0.37954629975652765,0.3967439560775554
P0322,mixed_frequency,2,sum_sines,"{""amps"":[-0.09330683866090494,-0.16366981367053224,0.10947936214240511],""freqs"":[0.15297261096707082,0.20818367941623755,0.2621656105890216],""phis"":[-1.972469377237166,-2.8737907050417393,-2.576093717409648]}",0.47474024572460133,0.570526327781123,0.6550619874128341,0.6184423501259836,0.6303496925970249
P0323,mixed_frequency,2,sum_sines,"{""amps"":[-0.022707942032087425,0.21837535549215553,-0.043045204650345004],""freqs"":[0.43218386087997207,0.09719685309998818,0.10111933329459594],""phis"":[-3.0563486621257083,-2.199312199360198,0.421620602662673]}",0.426929825408341,0.3076735268023314,0.25176360458469743,0.2604097445123663,0.276272829973252
P0324,mixed_frequency,2,sum_sines,"{""amps"":[0.2085038171848973,0.1146641471807669,0.20259358198297078],""freqs"":[0.39564379587890824,0.35932770942945935,0.2928999105102603],""phis"":[2.7991793644017804,-1.2473335487531192,-1.0257349173948755]}",0.5499069761493329,0.28805293652327624,0.5692673810373989,0.7880620003709741,0.3680034887100495
P0325,mixed_frequency,2,sum_sines,"{""amps"":[-0.15157171033555428,0.14496520213291347,-0.2455757856994813],""freqs"":[0.45665464347284757,0.20401430984666863,0.09746464515138051],""phis"":[-0.7101594912617499,0.2616389072304295,-1.1992963078900016]}",0.5506821228644425,0.8651387297235811,0.6548172392192024,0.6828954599540135,0.6634508837330682
P0326,mixed_frequency,2,sum_sines,"{""amps"":[-0.00914288373198402,0.1794628936404416,0.16282316645126693],""freqs"":[0.23064848994055526,0.2848404199847908,0.355792060204112],""phis"":[-3.0596285471446727,0.1583059149898145,-1.6897725221422322]}",0.42684865996918314,0.3673679558487527,0.7604940873465258,0.4581219239600613,0.6508270799207778
P0327,mixed_frequency,2,sum_sines,"{""amps"":[-0.01151127666513041,-0.003261761579731126,-0.0898787235237859],""freqs"":[0.2618919159036333,0.2240263514342507,0.29717663204081024],""phis"":[1.100929955903423,-0.9587840846043876,-1.7387470905436173]}",0.4679932958206376,0.5810200204501964,0.4826386566053356,0.42590860162283906,0.5333568294057774
P0328,mixed_frequency,2,sum_sines,"{""amps"":[0.007765670728081153,0.2133055444214389,0.08932466393680927],""freqs"":[0.08712988968961849,0.3329616338918452,0.40930160264090754],""phis"":[0.0849357864624034,-0.9931169402198137,-0.5753275831296247]}",0.48499452328621817,0.2733634655103822,0.7759434893347301,0.40824810395461514,0.6678860836431736
P0329,mixed_frequency,2,sum_sines,"{""amps"":[0.08834556139381866,0.11514639329141996,-0.11710791922390279],""freqs"":[0.11632903450388278,0.4631797810931347,0.4247655958757258],""phis"":[-2.502578434575496,-0.5799526439129021,0.9025521259107743]}",0.6623165697222541,0.29229262589290994,0.5457348397460291,0.32933935473719234,0.48087471401390125
P0330,mixed_frequency,2,sum_sines,"{""amps"":[0.14696651787590098,0.17826800847279367,0.1354412379837302],""freqs"":[0.12044576859802678,0.3938296835700528,0.15794789085816185],""phis"":[-1.076291188590992,-1.3081938636083876,-2.0233527765071537]}",0.44768157029638245,0.07667630024770217,0.5015416463639191,0.47167552847007155,0.3476791051625945
P0331,mixed_frequency,2,sum_sines,"{""amps"":[-0.09674233906874113,-0.16165118953020635,-0.18977106742026928],""freqs"":[0.3693135671076633,0.14069430136209568,0.47865208890258587],""phis"":[-1.6157350465960316,1.6340386025944555,-0.8826744244699869]}",0.19162177075254372,0.581903430674506,0.1815491011258385,0.7036835805925981,0.20720898854505576
P0332,mixed_frequency,2,sum_sines,"{""amps"":[0.03463085174931385,0.16331270701246936,-0.00889456301276581],""freqs"":[0.4061941080444475,0.28006663914053265,0.16240067552369963],""phis"":[1.459089008500646,-0.3775886482677171,-0.6026566842016443]}",0.34032773354657575,0.4792466004124321,0.6303436329943641,0.5007244827913971,0.6153000035934494
P0333,mixed_frequency,2,sum_sines,"{""amps"":[0.15624284720517861,-0.12577891467331176,0.23069498497356444],""freqs"":[0.3681071647581219,0.20985943066617496,0.12462644067128158],""phis"":[-2.561881943792979,1.557346562603974,-1.7921643790488029]}",0.500655019043084,0.06357988981775248,0.23322303368461533,0.6952078932221254,0.0649946518336959
P0334,mixed_frequency,2,sum_sines,"{""amps"":[-0.1600949580866563,0.028814746620459963,-0.15253451616917962],""freqs"":[0.15962227962226994,0.17274581700978958,0.3590647639906862],""phis"":[1.6156534944964456,-0.9406585272827872,3.0207591120957904]}",0.2764491490003692,0.2983988485103402,0.5530657158682597,0.4563387241021063,0.5226072573180978
P0335,mixed_frequency,2,sum_sines,"{""amps"":[0.19611897226115999,-0.1901015540988107,0.06429016030147378],""freqs"":[0.369019851732692,0.05081516991909793,0.17173428034127836],""phis"":[2.719467551421322,-0.9968328438127156,-2.0013221262133762]}",0.7565607264551923,0.6815653111847013,0.38212561207826723,0.7490629136610514,0.3957690317599277
P0336,mixed_frequency,2,sum_sines,"{""amps"":[0.20593856011857548,-0.019498605472041963,0.10695483282330337],""freqs"":[0.4734585514982642,0.11546397202216167,0.3203829324378276],""phis"":[-1.0523826453267118,-1.5421183103157328,1.0471554491974748]}",0.5864378643414413,0.43323440836728594,0.7162456488591381,0.19927820345401892,0.7552761193165396
P0337,mixed_frequency,2,sum_sines,"{""amps"":[-0.1979299355385854,-0.22773874216672219,-0.0977456547181379],""freqs"":[0.4010609176003378,0.07056404988762735,0.2623526648477841],""phis"":[-3.0894546533561567,2.2970992545035287,0.12069625063979883]}",0.2554722109632966,0.32828068294291546,0.4219766502979392,0.3524087004212818,0.48475446913807674
P0338,mixed_frequency,2,sum_sines,"{""amps"":[-0.0996455434650323,0.013756937325665408,-0.22512667807325676],""freqs"":[0.14325712600631613,0.20284513553009648,0.46601629448778953],""phis"":[-2.5047143646152743,-1.3990699991585012,1.5441914526415026]}",0.689071212717181,0.3206564731480144,0.8165466087249708,0.37473649818533655,0.6651371781040039
P0339,mixed_frequency,2,sum_sines,"{""amps"":[-0.025178842307643057,-0.07625343672777735,0.17555712503338966],""freqs"":[0.16547674908877869,0.43722032604754646,0.19225201648379558],""phis"":[-1.3222304592711582,2.711712010479376,1.3023292719279178]}",0.5369454824795195,0.6618938749415411,0.6666105551128391,0.31541028434181967,0.7408408381328755
P0340,mixed_frequency,2,sum_sines,"{""amps"":[-0.12615546729288524,0.08957272758241308,0.041068826799840696],""freqs"":[0.4140446686415508,0.20737532952512322,0.25679724734141834],""phis"":[2.6295436871376276,-2.6076336797827264,0.836801131408182]}",0.529970179356075,0.42309447250428295,0.549326563822211,0.3409935489542244,0.5689577717014875
P0341,mixed_frequency,2,sum_sines,"{""amps"":[0.10342675367759241,0.1370174333890663,-0.12268000918351485],""freqs"":[0.3188015311612113,0.37173404167930457,0.42683166395899097],""phis"":[-1.820978836288004,-2.124872903577968,-0.03051654553240768]}",0.7489821205497654,0.2870185955780682,0.48963800687609427,0.7611128518551931,0.2574974214481519
P0342,mixed_frequency,2,sum_sines,"{""amps"":[-0.022929588762330644,-0.057408212454902185,-0.08924209822570728],""freqs"":[0.4198052157067898,0.4390925502407111,0.3766324852884888],""phis"":[0.043150091932136814,0.3269523516244872,2.9216868348003135]}",0.5022886702712956,0.4611067008502843,0.5614620658357414,0.45574115817738065,0.5173737037104447
P0343,mixed_frequency,2,sum_sines,"{""amps"":[0.2010235950166075,-0.06960520831711436,-0.21890814307569767],""freqs"":[0.30586195170552516,0.4544938444138769,0.17938680996203038],""phis"":[1.0658000419333646,-2.335722323135446,0.29358709379846015]}",0.4484719746236888,0.6627972952907177,0.2798070979293078,0.19652911404127504,0.48324739685668694
P0344,mixed_frequency,2,sum_sines,"{""amps"":[-0.15751114254151488,0.06566265147726635,0.04467286270708665],""freqs"":[0.32902373246694244,0.05502790310157722,0.3794473997311285],""phis"":[-0.09486803626771767,-0.812995151408312,-2.8679178470513973]}",0.6089177446463643,0.4551525700546271,0.3046692953059496,0.6575144089200523,0.270052112801759
P0345,mixed_frequency,2,sum_sines,"{""amps"":[-0.21256479812644785,0.07214307421376004,-0.23987183815396346],""freqs"":[0.2906606138234639,0.16041019017967298,0.34621984120189575],""phis"":[-1.6436274690999972,-3.0238494765232233,1.5182552345592422]}",0.6340476811321085,0.46398572079334005,0.5220712271633459,0.3430321207537925,0.49531618841216574
P0346,mixed_frequency,2,sum_sines,"{""amps"":[-0.06284090546617876,-0.19107725696732342,-0.16563432719022336],""freqs"":[0.31701264890418523,0.2799859668846493,0.1284077208615238],""phis"":[0.9942893559048924,0.8844545203830299,0.23341672820130555]}",0.7892793655309457,0.2611927258473196,0.2561469610581029,0.5832794731234763,0.16971157929838276
P0347,mixed_frequency,2,sum_sines,"{""amps"":[-0.1363289202162416,0.0029523507316969733,-0.07991919978423839],""freqs"":[0.2376528303423867,0.25071744806230406,0.15537473633818144],""phis"":[-2.6792237274910504,-2.3731918250758204,2.8890319939879054]}",0.30990684530104795,0.5387897903263684,0.677165375075415,0.5400987148210648,0.6635927865275683
P0348,mixed_frequency,2,sum_sines,"{""amps"":[0.02294886204492974,-0.06318238619432637,-0.15222283588251312],""freqs"":[0.15734770499503806,0.38283517960726976,0.408512169741025],""phis"":[1.359211895469027,-0.1732497581448209,0.26092271545512613]}",0.6549481350660127,0.49405949238979424,0.4194981915929171,0.6767290400573576,0.3179991471566734
P0349,mixed_frequency,2,sum_sines,"{""amps"":[0.21679610176199254,-0.21760613071730345,-0.08812418915322667],""freqs"":[0.2533647851651177,0.2645685728796362,0.18445533477770887],""phis"":[-1.1029436186781445,-3.0505507571014614,1.566997720510071]}",0.15376970872078755,0.23816145153363022,0.7802452488443073,0.6899261588534178,0.6303959865910851
P0350,mixed_frequency,2,sum_sines,"{""amps"":[0.14073381452144218,-0.2083120844516665,0.05542670576215397],""freqs"":[0.19083425069871135,0.28713111999522883,0.4783086973954945],""phis"":[-0.7330793380544023,1.0687196596151942,-1.9160423269909987]}",0.5623246619207376,0.17106704295776626,0.5570363680103824,0.8031101790773322,0.35492709939749145
P0351,mixed_frequency,2,sum_sines,"{""amps"":[-0.14475718209642607,0.22231239705888955,0.13346120020918428],""freqs"":[0.3324851661319545,0.16352316740494316,0.1313594072514323],""phis"":[1.6590251731971337,2.6138554763346304,3.0705963976531896]}",0.8868760980672971,0.477225162248121,0.3845880613588838,0.20688957113059864,0.3906606716516097
P0352,mixed_frequency,2,sum_sines,"{""amps"":[0.23582135844515395,-0.1647255076576934,0.10860517794232066],""freqs"":[0.1229082915430609,0.1721840184664747,0.1224644346159527],""phis"":[2.9764173292668525,-0.4079885790802522,0.062219372439193954]}",0.7837021270041861,0.6108850973799594,0.34294533872660904,0.21512647063751705,0.4275323977379478
P0353,mixed_frequency,2,sum_sines,"{""amps"":[0.1574806696117237,0.15228705126533343,-0.03515448333893256],""freqs"":[0.19991093765799062,0.398511672851174,0.3764364330296669],""phis"":[2.7403227941400754,-0.18788799230220254,2.1347595585615613]}",0.5987116550197256,0.5033545728989001,0.5274737202744356,0.19420312061755796,0.6041255480496204
P0354,mixed_frequency,2,sum_sines,"{""amps"":[0.10342237572251023,-0.08966605136087363,-0.22065377606537118],""freqs"":[0.23761159589625203,0.22045659730686307,0.12454690219432106],""phis"":[-1.5810496223775041,2.264793268561287,-0.49553037632136165]}",0.6351959432337244,0.4325776513603564,0.4720801784854449,0.4935261039091522,0.4412332367188725
P0355,mixed_frequency,2,sum_sines,"{""amps"":[-0.0798091346832086,0.13442285982824775,0.14590157510045265],""freqs"":[0.06325349353301085,0.4427757032661725,0.46825647621422795],""phis"":[2.693964498608504,-1.6507417521103827,0.4568230560255464]}",0.4804797054253529,0.3958198651565612,0.5805059422666466,0.44186031898502076,0.609299498114648
P0356,mixed_frequency,2,sum_sines,"{""amps"":[-0.1024088144581981,0.21985291308414734,-0.060441565548735476],""freqs"":[0.38447260333250877,0.18740343653418867,0.10370301058234667],""phis"":[-2.269934837410353,0.6460365001117654,-0.24332553220377662]}",0.3333628105818406,0.7253029204005202,0.673996719500266,0.4219509688113285,0.7689757838647319
P0357,mixed_frequency,2,sum_sines,"{""amps"":[0.0733300543067425,0.18746308136000778,-0.015569409537851797],""freqs"":[0.4347647780003067,0.297090023050177,0.30831494398772874],""phis"":[1.6446952329754625,1.6549311725344191,2.7001945179472937]}",0.38492777770641795,0.7532785794766965,0.3767601274284462,0.4031376463320213,0.5332989647948638
P0358,mixed_frequency,2,sum_sines,"{""amps"":[0.19689859623257766,-0.1704806765459453,-0.2282612134998182],""freqs"":[0.11414864349308065,0.26576335008228735,0.06562922028220686],""phis"":[2.564486146511241,0.202905664908549,-0.546719517318889]}",1.0458523690012562,0.6917437196504606,0.34031147355051483,0.35502725473370866,0.41575437560416867
P0359,mixed_frequency,2,sum_sines,"{""amps"":[-0.19618094819398813,-0.23975755073094246,-0.06733925422148984],""freqs"":[0.34942240565740806,0.12420700308747291,0.15160143002509296],""phis"":[-0.15813328681264238,1.149173011415261,2.012858583242556]}",0.493901233755767,0.2512666060635256,0.08849268345896555,0.6209412745486268,0.04017781537158405
P0360,mixed_frequency,2,sum_sines,"{""amps"":[-0.1340282889666291,0.05844281311795552,0.12570975342838386],""freqs"":[0.10267052174936166,0.4666106032850912,0.2946334467494785],""phis"":[-2.624828773728059,-1.6345630183557223,2.5262433385054788]}",0.6192239606851002,0.5804603880061338,0.5605212985029715,0.5717163813967037,0.5542356586168614
P0361,mixed_frequency,2,sum_sines,"{""amps"":[-0.18024947036845834,-0.16433785872359086,-0.22800190636191098],""freqs"":[0.18783676447830594,0.4628365995541135,0.3916642114172361],""phis"":[1.6335892180944853,-2.326703316576049,-2.75126899772419]}",0.07851656911464505,0.5264380943176875,0.41699554750062096,0.503516921387148,0.6474451945759677
P0362,mixed_frequency,2,sum_sines,"{""amps"":[0.060299269958484114,-0.08482422912713705,-0.12123923109416035],""freqs"":[0.05094774171239168,0.33471080165339423,0.1361858205482838],""phis"":[-3.0658356082565583,1.5004694888500225,-1.3799547980229743]}",0.6580814280044356,0.5298598503557956,0.5752423126597112,0.46721920262070676,0.5504878096411179
P0363,mixed_frequency,2,sum_sines,"{""amps"":[-0.16591331787326635,0.061649532173465915,-0.051236038297942876],""freqs"":[0.14581112458229167,0.0997283700181239,0.44603544904477305],""phis"":[0.27749527649601635,-2.697042457551523,0.6546690550433238]}",0.6530062331947882,0.3968384916293571,0.3075365849704398,0.29765997350146134,0.2947314072873603
P0364,mixed_frequency,2,sum_sines,"{""amps"":[0.24817041010060403,-0.044589882960966054,-0.10846299102155416],""freqs"":[0.2021435615530781,0.199613442105129,0.178170808187661],""phis"":[0.13092910266457514,0.8223109055266877,-1.306198592326315]}",0.3644396155926958,0.6044162947303879,0.7257292103400919,0.533751571865895,0.718965854204543
P0365,mixed_frequency,2,sum_sines,"{""amps"":[-0.23819973828393903,0.20654557414343583,-0.027911814574665073],""freqs"":[0.2662127490751623,0.0819949613482494,0.38481254727673836],""phis"":[-0.7887207221990193,-2.1159741032198847,2.371951973875545]}",0.550189268510256,0.4729644318688165,0.13718867280408764,0.1634809177003101,0.2420960937654339
P0366,mixed_frequency,2,sum_sines,"{""amps"":[-0.09812047214626024,-0.22916529915607348,0.019387331415835374],""freqs"":[0.099798509697961,0.2318165138833333,0.41117620290654605],""phis"":[2.6344751788465235,1.4782955044666028,-2.567380889953885]}",0.4236542196598641,0.21363059868985246,0.46500898096318083,0.7941263198925019,0.3304965060026291
P0367,mixed_frequency,2,sum_sines,"{""amps"":[0.05124124075862335,0.12410139018440963,-0.16973213388246228],""freqs"":[0.3143204078719161,0.4486050876782311,0.4442886088248902],""phis"":[0.972591722130475,-2.2386648167113186,0.4580841364429453]}",0.696324006833442,0.36984495647212,0.5961949760462057,0.4590078564587577,0.3705258094086487
P0368,mixed_frequency,2,sum_sines,"{""amps"":[-0.19525421112631913,-0.17463633241732696,0.04806639199677998],""freqs"":[0.42886965453931686,0.4799844756412344,0.4246761132208937],""phis"":[2.2293673797066047,0.88120344599744,-0.6504261902994841]}",0.7436844185181871,0.18174152994437043,0.8539717022489632,0.1592342051216224,0.6512758947908197
P0369,mixed_frequency,2,sum_sines,"{""amps"":[0.15565478832386304,0.004221652316972524,-0.19755905447644856],""freqs"":[0.1745049791191031,0.4438636735729942,0.4075296232024289],""phis"":[0.41649211369473793,0.07619433320302438,1.5670994419495807]}",0.5659163385272002,0.3657345637081262,0.8212863949074016,0.4986433051421384,0.6719703535433057
P0370,mixed_frequency,2,sum_sines,"{""amps"":[-0.10177494540878917,-0.08011963889238927,-0.15824325033012815],""freqs"":[0.18351185067732612,0.3629052199506041,0.2356445817502797],""phis"":[0.8230939980600915,-2.594727319725245,2.106314799101961]}",0.3612309510045073,0.33094654451376504,0.4994210846980935,0.5731514599259315,0.46107812920209956
P0371,mixed_frequency,2,sum_sines,"{""amps"":[-0.1971037432779229,-0.1874489697839914,-0.04855111152379049],""freqs"":[0.20765550408456662,0.42081089835223234,0.1587065218252035],""phis"":[-2.7049761319213608,2.1098394049976905,1.9545076191619533]}",0.4053279730257284,0.3774610956376261,0.8723668453576298,0.38557926367108175,0.791170460656414
P0372,mixed_frequency,2,sum_sines,"{""amps"":[-0.1634176982916027,-0.1885016026587708,-0.09050255619234071],""freqs"":[0.24666680192289075,0.37234398296722854,0.22262514076434448],""phis"":[-1.1950027076295293,1.2089350519077469,-1.9359165839087522]}",0.7163060661115128,0.5602564171254125,0.564120801482901,0.3495009537807876,0.533951223416073
P0373,mixed_frequency,2,sum_sines,"{""amps"":[-0.00501952616414425,0.06145912905192924,0.17998184569232678],""freqs"":[0.11445909316806256,0.10190976105175133,0.285549536432152],""phis"":[2.5826624311926354,-0.8984522046759698,-2.2235797595553746]}",0.5720425667916588,0.30627794934846875,0.41017763884118685,0.702962324947541,0.31761767180206096
P0374,mixed_frequency,2,sum_sines,"{""amps"":[0.2188386478984889,0.09199802852802491,-0.09983682035173314],""freqs"":[0.19514118666566044,0.1008304647816084,0.12151431626232663],""phis"":[0.8176522811900808,-2.26695928883707,-0.3071451932987648]}",0.47872036447888916,0.6192456860122427,0.5590015816055295,0.30084563118516683,0.6098001802240762
P0375,mixed_frequency,2,sum_sines,"{""amps"":[-0.0915043602590444,0.19551939366865506,0.20256442476720143],""freqs"":[0.4785426800942728,0.24194793387566732,0.11794096553247635],""phis"":[-2.1931460652600023,-0.6431395051438638,1.7851876685036947]}",0.4320848263189165,0.6550201535666771,0.7007550657936709,0.6645195490063329,0.7417467047610486
P0376,mixed_frequency,2,sum_sines,"{""amps"":[0.039631329426865036,0.19734294673451058,-0.18044507446743957],""freqs"":[0.13667933791157175,0.3885947751808175,0.1746842311722368],""phis"":[-1.9720234292657202,2.6970925304289715,-1.1023691571408523]}",0.6836461139546333,0.7093823103644508,0.28563090824019755,0.5198045310673357,0.3436031187899571
P0377,mixed_frequency,2,sum_sines,"{""amps"":[0.02865716561152898,-0.015061478185276811,0.018010767713542652],""freqs"":[0.0675779204768337,0.1839684184928837,0.4170555261604343],""phis"":[-0.06751052843548822,-0.5608264397931895,1.4740728832634202]}",0.48494839708762916,0.5240043857749763,0.4868933580721085,0.5129079470376973,0.5015638929582081
P0378,mixed_frequency,2,sum_sines,"{""amps"":[-0.12373125442261418,-0.23177848002506385,-0.1545793495599163],""freqs"":[0.16881724050439278,0.055648412424628334,0.39879184351564934],""phis"":[3.039135501521443,-1.9979573149955019,-1.499229420104704]}",0.4342194609770761,0.8524808311487457,0.7017076930611403,0.890737304166227,0.7714303015145285
P0379,mixed_frequency,2,sum_sines,"{""amps"":[-0.08730902274194186,-0.10457556165068049,-0.19044939392599508],""freqs"":[0.2443883278751401,0.43318634853508714,0.07633175183162469],""phis"":[1.9712605329923818,-1.809190269971441,0.6269245643944159]}",0.3323350162978185,0.4094884042043858,0.27816175197032517,0.44164646132629093,0.33214085095807067
P0380,mixed_frequency,2,sum_sines,"{""amps"":[-0.10535115392263861,-0.06470179103774687,-0.21339978174650603],""freqs"":[0.416028252340998,0.36755470039620036,0.3183862644011306],""phis"":[0.9369478856442965,-1.9693360885686442,2.033916963323734]}",0.538909870605298,0.2838230529602495,0.6865509227716546,0.5343070611072506,0.5278122067042186
